Name,Type,Group,Location,Subscription,x,y,z
SQLDB-Scheduled-IndexMaintenance (devops-automation/SQLDB-Scheduled-IndexMaintenance),Runbook,Cashapp-ase,West Central US,Cashapp Dev/Test,20,440,0
sqlEU_E03f42e714 (fadhsqlserverdev/sqlEU_E03f42e714),SQL database,fa-dev-data,Central US,Dataapp Dev/Test,0,444,0
sqlEU_E03f42e714 (fadhsqlserverqa/sqlEU_E03f42e714),SQL database,fa-qa-data,Central US,Dataapp Dev/Test,2.5,444,0
sqlEU_E03f42e714 (fadhsqlserveruat/sqlEU_E03f42e714),SQL database,fa-uat-data,Central US,Dataapp Dev/Test,5,444,0
sqlEU_E03f42e714 (usdtdhcsdevsql01/sqlEU_E03f42e714),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test,7.5,444,0
sqlEU_E03f42e714 (dhsqlsrvtest/sqlEU_E03f42e714),SQL database,usdt-Dataapp-test-data-centralus-rg-001,Central US,Dataapp Dev/Test,10,444,0
sqlEU_E48f3ec3f8 (fadhsqlserverdev/sqlEU_E48f3ec3f8),SQL database,fa-dev-data,Central US,Dataapp Dev/Test,12.5,444,0
sqlEU_E48f3ec3f8 (fadhsqlserverqa/sqlEU_E48f3ec3f8),SQL database,fa-qa-data,Central US,Dataapp Dev/Test,15,444,0
sqlEU_E48f3ec3f8 (fadhsqlserveruat/sqlEU_E48f3ec3f8),SQL database,fa-uat-data,Central US,Dataapp Dev/Test,17.5,444,0
sqlEU_E48f3ec3f8 (usdtdhcsdevsql01/sqlEU_E48f3ec3f8),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test,20,444,0
sqlEU_E5e452a95e (fadhsqlserverdev/sqlEU_E5e452a95e),SQL database,fa-dev-data,Central US,Dataapp Dev/Test,0,448,0
sqlEU_E5e452a95e (fadhsqlserverqa/sqlEU_E5e452a95e),SQL database,fa-qa-data,Central US,Dataapp Dev/Test,2.5,448,0
sqlEU_E5e452a95e (fadhsqlserveruat/sqlEU_E5e452a95e),SQL database,fa-uat-data,Central US,Dataapp Dev/Test,5,448,0
sqlEU_E5e452a95e (usdtdhcsdevsql01/sqlEU_E5e452a95e),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test,7.5,448,0
sqlEU_E5e452a95e (dhsqlsrvtest/sqlEU_E5e452a95e),SQL database,usdt-Dataapp-test-data-centralus-rg-001,Central US,Dataapp Dev/Test,10,448,0
sqlEU_E756018007 (fadhsqlserverdev/sqlEU_E756018007),SQL database,fa-dev-data,Central US,Dataapp Dev/Test,12.5,448,0
sqlEU_E756018007 (fadhsqlserverqa/sqlEU_E756018007),SQL database,fa-qa-data,Central US,Dataapp Dev/Test,15,448,0
sqlEU_E756018007 (fadhsqlserveruat/sqlEU_E756018007),SQL database,fa-uat-data,Central US,Dataapp Dev/Test,17.5,448,0
sqlEU_E756018007 (usdtdhcsdevsql01/sqlEU_E756018007),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test,20,448,0
sqleventsessionstorage,Storage account,Cashapp-ase,West Central US,Cashapp Dev/Test,0,452,0
sqlUS_E348abf423 (fadhsqlserverdev/sqlUS_E348abf423),SQL database,fa-dev-data,Central US,Dataapp Dev/Test,2.5,452,0
sqlUS_E348abf423 (fadhsqlserverqa/sqlUS_E348abf423),SQL database,fa-qa-data,Central US,Dataapp Dev/Test,5,452,0
sqlUS_E348abf423 (fadhsqlserveruat/sqlUS_E348abf423),SQL database,fa-uat-data,Central US,Dataapp Dev/Test,7.5,452,0
sqlUS_E348abf423 (usdtdhcsdevsql01/sqlUS_E348abf423),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test,10,452,0
sqlUS_E39f427cb1 (fadhsqlserverdev/sqlUS_E39f427cb1),SQL database,fa-dev-data,Central US,Dataapp Dev/Test,12.5,452,0
sqlUS_E39f427cb1 (fadhsqlserverqa/sqlUS_E39f427cb1),SQL database,fa-qa-data,Central US,Dataapp Dev/Test,15,452,0
sqlUS_E39f427cb1 (fadhsqlserveruat/sqlUS_E39f427cb1),SQL database,fa-uat-data,Central US,Dataapp Dev/Test,17.5,452,0
sqlUS_E39f427cb1 (usdtdhcsdevsql01/sqlUS_E39f427cb1),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test,20,452,0
sqlUS_E4ee9bb6b9 (fadhsqlserverdev/sqlUS_E4ee9bb6b9),SQL database,fa-dev-data,Central US,Dataapp Dev/Test,0,456,0
sqlUS_E4ee9bb6b9 (fadhsqlserverqa/sqlUS_E4ee9bb6b9),SQL database,fa-qa-data,Central US,Dataapp Dev/Test,2.5,456,0
sqlUS_E4ee9bb6b9 (fadhsqlserveruat/sqlUS_E4ee9bb6b9),SQL database,fa-uat-data,Central US,Dataapp Dev/Test,5,456,0
sqlUS_E4ee9bb6b9 (usdtdhcsdevsql01/sqlUS_E4ee9bb6b9),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test,7.5,456,0
sqlUS_E4ee9bb6b9 (dhsqlsrvtest/sqlUS_E4ee9bb6b9),SQL database,usdt-Dataapp-test-data-centralus-rg-001,Central US,Dataapp Dev/Test,10,456,0
sqlUS_E563b14a2c (fadhsqlserverdev/sqlUS_E563b14a2c),SQL database,fa-dev-data,Central US,Dataapp Dev/Test,12.5,456,0
sqlUS_E563b14a2c (fadhsqlserverqa/sqlUS_E563b14a2c),SQL database,fa-qa-data,Central US,Dataapp Dev/Test,15,456,0
sqlUS_E563b14a2c (fadhsqlserveruat/sqlUS_E563b14a2c),SQL database,fa-uat-data,Central US,Dataapp Dev/Test,17.5,456,0
sqlUS_E563b14a2c (usdtdhcsdevsql01/sqlUS_E563b14a2c),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test,20,456,0
sqlUS_E563b14a2c (dhsqlsrvtest/sqlUS_E563b14a2c),SQL database,usdt-Dataapp-test-data-centralus-rg-001,Central US,Dataapp Dev/Test,0,460,0
sqlUS_E78f759eb5 (fadhsqlserverdev/sqlUS_E78f759eb5),SQL database,fa-dev-data,Central US,Dataapp Dev/Test,2.5,460,0
sqlUS_E78f759eb5 (fadhsqlserverqa/sqlUS_E78f759eb5),SQL database,fa-qa-data,Central US,Dataapp Dev/Test,5,460,0
sqlUS_E78f759eb5 (fadhsqlserveruat/sqlUS_E78f759eb5),SQL database,fa-uat-data,Central US,Dataapp Dev/Test,7.5,460,0
sqlUS_E78f759eb5 (usdtdhcsdevsql01/sqlUS_E78f759eb5),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test,10,460,0
sqlUS_E78f759eb5 (dhsqlsrvtest/sqlUS_E78f759eb5),SQL database,usdt-Dataapp-test-data-centralus-rg-001,Central US,Dataapp Dev/Test,12.5,460,0
sqlUS_E8e1b22ea8 (fadhsqlserverdev/sqlUS_E8e1b22ea8),SQL database,fa-dev-data,Central US,Dataapp Dev/Test,15,460,0
sqlUS_E8e1b22ea8 (fadhsqlserverqa/sqlUS_E8e1b22ea8),SQL database,fa-qa-data,Central US,Dataapp Dev/Test,17.5,460,0
sqlUS_E8e1b22ea8 (fadhsqlserveruat/sqlUS_E8e1b22ea8),SQL database,fa-uat-data,Central US,Dataapp Dev/Test,20,460,0
sqlUS_E8e1b22ea8 (usdtdhcsdevsql01/sqlUS_E8e1b22ea8),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test,0,464,0
sqlUS_Ea63164776 (fadhsqlserverdev/sqlUS_Ea63164776),SQL database,fa-dev-data,Central US,Dataapp Dev/Test,2.5,464,0
sqlUS_Ea63164776 (fadhsqlserverqa/sqlUS_Ea63164776),SQL database,fa-qa-data,Central US,Dataapp Dev/Test,5,464,0
sqlUS_Ea63164776 (fadhsqlserveruat/sqlUS_Ea63164776),SQL database,fa-uat-data,Central US,Dataapp Dev/Test,7.5,464,0
sqlUS_Ea63164776 (usdtdhcsdevsql01/sqlUS_Ea63164776),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test,10,464,0
sqlUS_Eb37eaa78b (fadhsqlserverdev/sqlUS_Eb37eaa78b),SQL database,fa-dev-data,Central US,Dataapp Dev/Test,12.5,464,0
sqlUS_Eb37eaa78b (fadhsqlserverqa/sqlUS_Eb37eaa78b),SQL database,fa-qa-data,Central US,Dataapp Dev/Test,15,464,0
sqlUS_Eb37eaa78b (fadhsqlserveruat/sqlUS_Eb37eaa78b),SQL database,fa-uat-data,Central US,Dataapp Dev/Test,17.5,464,0
sqlUS_Eb37eaa78b (usdtdhcsdevsql01/sqlUS_Eb37eaa78b),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test,20,464,0
sqlUS_Ebd0ebcaac (fadhsqlserverdev/sqlUS_Ebd0ebcaac),SQL database,fa-dev-data,Central US,Dataapp Dev/Test,0,468,0
sqlUS_Ebd0ebcaac (fadhsqlserverqa/sqlUS_Ebd0ebcaac),SQL database,fa-qa-data,Central US,Dataapp Dev/Test,2.5,468,0
sqlUS_Ebd0ebcaac (fadhsqlserveruat/sqlUS_Ebd0ebcaac),SQL database,fa-uat-data,Central US,Dataapp Dev/Test,5,468,0
sqlUS_Ebd0ebcaac (usdtdhcsdevsql01/sqlUS_Ebd0ebcaac),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test,7.5,468,0
sqlUS_F65a32408b (fadhsqlserverdev/sqlUS_F65a32408b),SQL database,fa-dev-data,Central US,Dataapp Dev/Test,10,468,0
sqlUS_I055401242 (fadhsqlserverdev/sqlUS_I055401242),SQL database,fa-dev-data,Central US,Dataapp Dev/Test,12.5,468,0
sqlUS_I055401242 (fadhsqlserverqa/sqlUS_I055401242),SQL database,fa-qa-data,Central US,Dataapp Dev/Test,15,468,0
sqlUS_I055401242 (fadhsqlserveruat/sqlUS_I055401242),SQL database,fa-uat-data,Central US,Dataapp Dev/Test,17.5,468,0
sqlUS_I055401242 (usdtdhcsdevsql01/sqlUS_I055401242),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test,20,468,0
sqlUS_I055401242 (dhsqlsrvtest/sqlUS_I055401242),SQL database,usdt-Dataapp-test-data-centralus-rg-001,Central US,Dataapp Dev/Test,0,472,0
sqlUS_I1e39c8a1c (fadhsqlserverdev/sqlUS_I1e39c8a1c),SQL database,fa-dev-data,Central US,Dataapp Dev/Test,2.5,472,0
sqlUS_I1e39c8a1c (fadhsqlserverqa/sqlUS_I1e39c8a1c),SQL database,fa-qa-data,Central US,Dataapp Dev/Test,5,472,0
sqlUS_I1e39c8a1c (fadhsqlserveruat/sqlUS_I1e39c8a1c),SQL database,fa-uat-data,Central US,Dataapp Dev/Test,7.5,472,0
sqlUS_I1e39c8a1c (usdtdhcsdevsql01/sqlUS_I1e39c8a1c),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test,10,472,0
sqlUS_I999999999 (fadhsqlserverdev/sqlUS_I999999999),SQL database,fa-dev-data,Central US,Dataapp Dev/Test,12.5,472,0
sqlUS_I999999999 (fadhsqlserverqa/sqlUS_I999999999),SQL database,fa-qa-data,Central US,Dataapp Dev/Test,15,472,0
sqlUS_I999999999 (fadhsqlserveruat/sqlUS_I999999999),SQL database,fa-uat-data,Central US,Dataapp Dev/Test,17.5,472,0
sqlUS_I999999999 (usdtdhcsdevsql01/sqlUS_I999999999),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test,20,472,0
sqlUS_I999999999 (dhsqlsrvtest/sqlUS_I999999999),SQL database,usdt-Dataapp-test-data-centralus-rg-001,Central US,Dataapp Dev/Test,0,476,0
sqlUS_If6bab46d7 (fadhsqlserverdev/sqlUS_If6bab46d7),SQL database,fa-dev-data,Central US,Dataapp Dev/Test,2.5,476,0
sqlUS_If6bab46d7 (fadhsqlserverqa/sqlUS_If6bab46d7),SQL database,fa-qa-data,Central US,Dataapp Dev/Test,5,476,0
sqlUS_If6bab46d7 (fadhsqlserveruat/sqlUS_If6bab46d7),SQL database,fa-uat-data,Central US,Dataapp Dev/Test,7.5,476,0
sqlUS_If6bab46d7 (usdtdhcsdevsql01/sqlUS_If6bab46d7),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test,10,476,0
SQLVulnerabilityAssessment(DefaultWorkspace-4d5bd3d4-df16-4662-934b-6d778c438235-CUS),Solution,defaultresourcegroup-cus,Central US,DevOps Dev/Test,12.5,476,0
SQLVulnerabilityAssessment(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-CUS),Solution,defaultresourcegroup-cus,Central US,Cashapp Dev/Test,15,476,0
SQLVulnerabilityAssessment(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-EAU),Solution,defaultresourcegroup-eau,Australia East,Cashapp Dev/Test,17.5,476,0
SQLVulnerabilityAssessment(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-EUS),Solution,defaultresourcegroup-eus,East US,Cashapp Dev/Test,20,476,0
SQLVulnerabilityAssessment(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-WCUS),Solution,defaultresourcegroup-wcus,West Central US,Cashapp Dev/Test,0,480,0
SQLVulnerabilityAssessment(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-WUS),Solution,defaultresourcegroup-wus,West US,Cashapp Dev/Test,2.5,480,0
SQLVulnerabilityAssessment(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-WUS2),Solution,defaultresourcegroup-wus2,West US 2,Cashapp Dev/Test,5,480,0
SQLVulnerabilityAssessment(DefaultWorkspace-b3df7fa9-7793-48df-9f1d-188d5a08abf7-WUS),Solution,defaultresourcegroup-wus,West US,Dynamics Dev/Test,7.5,480,0
SQLVulnerabilityAssessment(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-CUS),Solution,defaultresourcegroup-cus,Central US,Dataapp Dev/Test,10,480,0
SQLVulnerabilityAssessment(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-EAU),Solution,defaultresourcegroup-eau,Australia East,Dataapp Dev/Test,12.5,480,0
SQLVulnerabilityAssessment(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-EUS),Solution,defaultresourcegroup-eus,East US,Dataapp Dev/Test,15,480,0
SQLVulnerabilityAssessment(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-WUS),Solution,defaultresourcegroup-wus,West US,Dataapp Dev/Test,17.5,480,0
SQLVulnerabilityAssessment(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-WUS2),Solution,defaultresourcegroup-wus2,West US 2,Dataapp Dev/Test,20,480,0
Start-Stop-VM[kyr-devops-law],Solution,devops,West US,Cashapp Dev/Test,0,484,0
storageaccountdatah9138,Storage account,Dataapp-devops,Central US,Dataapp Dev/Test,2.5,484,0
storageaccountdevopa973,Storage account,devops,West US 2,Cashapp Dev/Test,5,484,0
storageaccountkyrib8562,Storage account,Company1-cnx-erptk,West US,Dataapp Dev/Test,7.5,484,0
streamset-demo-rg-vnet,Virtual network,streamset-demo-rg,West US,Dataapp Dev/Test,10,484,0
streamset-demo-vm,Virtual machine,streamset-demo-rg,West US,Dataapp Dev/Test,12.5,484,0
streamset-demo-vm-ip,Public IP address,streamset-demo-rg,West US,Dataapp Dev/Test,15,484,0
streamset-demo-vm-nsg,Network security group,streamset-demo-rg,West US,Dataapp Dev/Test,17.5,484,0
streamset-demo-vm390,Network Interface,streamset-demo-rg,West US,Dataapp Dev/Test,20,484,0
streamset-demo-vm_OsDisk_1_693b166a9eef4e609514924be937d817,Disk,streamset-demo-rg,West US,Dataapp Dev/Test,0,488,0
tenantcatalog (catalog-mt-bbfa1/tenantcatalog),SQL database,wingtip-sql-mt-bbfa1,Central US,Dataapp Dev/Test,2.5,488,0
tenants1 (tenants1-mt-bbfa1/tenants1),SQL database,wingtip-sql-mt-bbfa1,Central US,Dataapp Dev/Test,5,488,0
tenants1-mt-bbfa1,SQL server,wingtip-sql-mt-bbfa1,Central US,Dataapp Dev/Test,7.5,488,0
test-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test,10,488,0
test2-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test,12.5,488,0
testdeploybot,Language understanding,deploy-bot,West Central US,Cashapp Dev/Test,15,488,0
timkendevtest,Storage account,project-development,West US 2,Dataapp Dev/Test,17.5,488,0
TR_DSS-get-IR,Logic app,tr_dss,West US,Cashapp Dev/Test,20,488,0
trade-app-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,0,492,0
trade-app-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,2.5,492,0
trade-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test,5,492,0
trade-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test,7.5,492,0
trade-info-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test,10,492,0
trade-info-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,12.5,492,0
trade-info-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,15,492,0
uat-inbound-fa-uat-apis,Availability test,fa-uat-test,West US 2,Dataapp Dev/Test,17.5,492,0
uat-ingestion-engine-fa-uat-apis,Availability test,fa-uat-test,West US 2,Dataapp Dev/Test,20,492,0
uat-msgbus-fa-uat-apis,Availability test,fa-uat-test,West US 2,Dataapp Dev/Test,0,496,0
uat-outbound-fa-uat-apis,Availability test,fa-uat-test,West US 2,Dataapp Dev/Test,2.5,496,0
uat-report-data-fa-uat-apis,Availability test,fa-uat-test,West US 2,Dataapp Dev/Test,5,496,0
uat-reports-fa-uat-apis,Availability test,fa-uat-test,West US 2,Dataapp Dev/Test,7.5,496,0
uat-security-fa-uat-apis,Availability test,fa-uat-test,West US 2,Dataapp Dev/Test,10,496,0
Update-SQLIndexRunbook (devops-automation/Update-SQLIndexRunbook),Runbook,Cashapp-ase,West Central US,Cashapp Dev/Test,12.5,496,0
usdt-aks-devops-centralus-vnet-01,Virtual network,usdt-aks-devops-centralus-rg-01,Central US,DevOps Dev/Test,15,496,0
usdt-aks-devops-clstr-01,Kubernetes service,usdt-aks-devops-centralus-rg-01,Central US,DevOps Dev/Test,17.5,496,0
usdt-aks-devops-clstr-pip-01,Public IP address,usdt-aks-devops-centralus-rg-01,Central US,DevOps Dev/Test,20,496,0
usdt-aks-devops-ingress-gwy-01,Application gateway,usdt-aks-devops-centralus-rg-01,Central US,DevOps Dev/Test,0,500,0
usdt-aks-shared-centralus-vnet-01,Virtual network,usdt-aks-shared-centralus-rg-01,Central US,DevOps Dev/Test,2.5,500,0
usdt-backups-Cashapp-centralus-df-001,Data factory (V2),usdt-backups-Cashapp-centralus-rg-001,Central US,Cashapp Dev/Test,5,500,0
usdt-backups-Cashapp-centralus-rv-001,Recovery Services vault,usdt-backups-Cashapp-centralus-rg-001,Central US,Cashapp Dev/Test,7.5,500,0
usdt-backups-Cashapp-uat-centralus-rv-001,Recovery Services vault,usdt-backups-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT,10,500,0
usdt-backups-Dataapp-centralus-rv-001,Recovery Services vault,usdt-backups-Dataapp-centralus-rg-001,Central US,Dataapp Dev/Test,12.5,500,0
usdt-bas-shared-centralus-vnet-001,Virtual network,usdt-manage-shared-centralus-rg-001,Central US,DevOps Dev/Test,15,500,0
usdt-Cashapp-dev-centralus-asp,App Service plan,usdt-Cashapp-dev-centralus-rg-001,Central US,Cashapp Dev/Test,17.5,500,0
usdt-Cashapp-dev-centralus-cosmos-001,Azure Cosmos DB API for MongoDB account,usdt-data-Cashapp-dev-centralus-rg-001,Central US,Cashapp Dev/Test,20,500,0
usdt-Cashapp-dev-centralus-lb-001,Load balancer,usdt-Cashapp-dev-centralus-rg-001,Central US,Cashapp Dev/Test,0,504,0
usdt-Cashapp-dev-centralus-nsg-001,Network security group,usdt-Cashapp-dev-centralus-rg-001,Central US,Cashapp Dev/Test,2.5,504,0
usdt-Cashapp-dev-centralus-pip-001,Public IP address,usdt-Cashapp-dev-centralus-rg-001,Central US,Cashapp Dev/Test,5,504,0
usdt-Cashapp-dev-centralus-servicebus-001,Service Bus Namespace,usdt-data-Cashapp-dev-centralus-rg-001,Central US,Cashapp Dev/Test,7.5,504,0
usdt-Cashapp-dev-centralus-sf-001,Service Fabric cluster,usdt-Cashapp-dev-centralus-rg-001,Central US,Cashapp Dev/Test,10,504,0
usdt-Cashapp-dev-centralus-sqlserver-001,SQL server,usdt-data-Cashapp-dev-centralus-rg-001,Central US,Cashapp Dev/Test,12.5,504,0
usdt-Cashapp-dev-centralus-vmss-001,Virtual machine scale set,usdt-Cashapp-dev-centralus-rg-001,Central US,Cashapp Dev/Test,15,504,0
usdt-Cashapp-dev-centralus-vnet-001,Virtual network,usdt-Cashapp-dev-centralus-rg-001,Central US,Cashapp Dev/Test,17.5,504,0
usdt-Cashapp-hf-centralus-asp,App Service plan,usdt-Cashapp-hf-centralus-rg-001,Central US,Cashapp Dev/Test,20,504,0
usdt-Cashapp-hf-centralus-cosmos-001,Azure Cosmos DB API for MongoDB account,usdt-data-Cashapp-hf-centralus-rg-001,Central US,Cashapp Dev/Test,0,508,0
usdt-Cashapp-hf-centralus-lb-003,Load balancer,usdt-Cashapp-hf-centralus-rg-001,Central US,Cashapp Dev/Test,2.5,508,0
usdt-Cashapp-hf-centralus-nsg-001,Network security group,usdt-Cashapp-hf-centralus-rg-001,Central US,Cashapp Dev/Test,5,508,0
usdt-Cashapp-hf-centralus-pip-003,Public IP address,usdt-Cashapp-hf-centralus-rg-001,Central US,Cashapp Dev/Test,7.5,508,0
usdt-Cashapp-hf-centralus-servicebus-001,Service Bus Namespace,usdt-data-Cashapp-hf-centralus-rg-001,Central US,Cashapp Dev/Test,10,508,0
USDT-Cashapp-HF-CENTRALUS-SF-003,Service Fabric cluster,usdt-Cashapp-hf-centralus-rg-001,Central US,Cashapp Dev/Test,12.5,508,0
usdt-Cashapp-hf-centralus-sqlserver-001,SQL server,usdt-data-Cashapp-hf-centralus-rg-001,Central US,Cashapp Dev/Test,15,508,0
usdt-Cashapp-hf-centralus-vmss-003,Virtual machine scale set,usdt-Cashapp-hf-centralus-rg-001,Central US,Cashapp Dev/Test,17.5,508,0
usdt-Cashapp-hf-centralus-vnet-001,Virtual network,usdt-Cashapp-hf-centralus-rg-001,Central US,Cashapp Dev/Test,20,508,0
usdt-Cashapp-qa-centralus-asp,App Service plan,usdt-Cashapp-qa-centralus-rg-001,Central US,Cashapp Dev/Test,0,512,0
usdt-Cashapp-qa-centralus-cosmos-001,Azure Cosmos DB API for MongoDB account,usdt-data-Cashapp-qa-centralus-rg-001,Central US,Cashapp Dev/Test,2.5,512,0
usdt-Cashapp-qa-centralus-lb-001,Load balancer,usdt-Cashapp-qa-centralus-rg-001,Central US,Cashapp Dev/Test,5,512,0
usdt-Cashapp-qa-centralus-nsg-001,Network security group,usdt-Cashapp-qa-centralus-rg-001,Central US,Cashapp Dev/Test,7.5,512,0
usdt-Cashapp-qa-centralus-pip-001,Public IP address,usdt-Cashapp-qa-centralus-rg-001,Central US,Cashapp Dev/Test,10,512,0
usdt-Cashapp-qa-centralus-servicebus-001,Service Bus Namespace,usdt-data-Cashapp-qa-centralus-rg-001,Central US,Cashapp Dev/Test,12.5,512,0
usdt-Cashapp-qa-centralus-sf-001,Service Fabric cluster,usdt-Cashapp-qa-centralus-rg-001,Central US,Cashapp Dev/Test,15,512,0
usdt-Cashapp-qa-centralus-sqlserver-001,SQL server,usdt-data-Cashapp-qa-centralus-rg-001,Central US,Cashapp Dev/Test,17.5,512,0
usdt-Cashapp-qa-centralus-vmss-001,Virtual machine scale set,usdt-Cashapp-qa-centralus-rg-001,Central US,Cashapp Dev/Test,20,512,0
usdt-Cashapp-qa-centralus-vnet-001,Virtual network,usdt-Cashapp-qa-centralus-rg-001,Central US,Cashapp Dev/Test,0,516,0
usdt-Cashapp-uat-centralus-asp,App Service plan,usdt-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT,2.5,516,0
usdt-Cashapp-uat-centralus-cosmos-001,Azure Cosmos DB API for MongoDB account,usdt-data-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT,5,516,0
usdt-Cashapp-uat-centralus-lb-001,Load balancer,usdt-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT,7.5,516,0
usdt-Cashapp-uat-centralus-nsg-001,Network security group,usdt-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT,10,516,0
usdt-Cashapp-uat-centralus-pip-001,Public IP address,usdt-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT,12.5,516,0
usdt-Cashapp-uat-centralus-servicebus-001,Service Bus Namespace,usdt-data-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT,15,516,0
usdt-Cashapp-uat-centralus-sf-001,Service Fabric cluster,usdt-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT,17.5,516,0
usdt-Cashapp-uat-centralus-sqlserver-001,SQL server,usdt-data-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT,20,516,0
usdt-Cashapp-uat-centralus-vmss-001,Virtual machine scale set,usdt-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT,0,520,0
usdt-Cashapp-uat-centralus-vnet-001,Virtual network,usdt-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT,2.5,520,0
usdt-Cashappfrontend-dev-centralus-app,App Service,usdt-Cashapp-dev-centralus-rg-001,Central US,Cashapp Dev/Test,5,520,0
usdt-Cashappfrontend-hf-centralus-app,App Service,usdt-Cashapp-hf-centralus-rg-001,Central US,Cashapp Dev/Test,7.5,520,0
usdt-Cashappfrontend-qa-centralus-app,App Service,usdt-Cashapp-qa-centralus-rg-001,Central US,Cashapp Dev/Test,10,520,0
usdt-Cashappfrontend-uat-centralus-app,App Service,usdt-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT,12.5,520,0
usdt-Cashappgwy-dev-centralus-app,App Service,usdt-Cashapp-dev-centralus-rg-001,Central US,Cashapp Dev/Test,15,520,0
usdt-Cashappgwy-hf-centralus-app,App Service,usdt-Cashapp-hf-centralus-rg-001,Central US,Cashapp Dev/Test,17.5,520,0
usdt-Cashappgwy-qa-centralus-app,App Service,usdt-Cashapp-qa-centralus-rg-001,Central US,Cashapp Dev/Test,20,520,0
usdt-Cashappgwy-uat-centralus-app,App Service,usdt-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT,0,524,0
usdt-cf-dev-centralus-kv,Key vault,usdt-Cashapp-dev-centralus-rg-001,Central US,Cashapp Dev/Test,2.5,524,0
usdt-cf-hf-centralus-kv,Key vault,usdt-Cashapp-hf-centralus-rg-001,Central US,Cashapp Dev/Test,5,524,0
usdt-cf-qa-centralus-kv,Key vault,usdt-Cashapp-qa-centralus-rg-001,Central US,Cashapp Dev/Test,7.5,524,0
usdt-cf-uat-centralus-kv,Key vault,usdt-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT,10,524,0
